LookupRef,LocaleName,Title
40996,ar,تسوية
40996,en,Settled
40996,ku,ساوكراو
40997,ar,2. الفاتورة
40997,en,1.Invoice
40997,ku,پسولەي1
40998,ar,2. الإعاديدة
40998,en,2.ReturnedInvoice
40998,ku,گەرانەوە 2
40999,ar,اقرأ مرة أخري
40999,en,Read again
40999,ku,دوبارە بيخوێننەوە
41000,ar,علي حالة التسوية
41000,en,Settling
41000,ku,لەحاڵي ساوكردندا
41001,ar,دفع التسوية دون استلام النقود
41001,en,Settled without payment
41001,ku,ساوكردن بەبێ وەرگرتني پارە
41002,ar,دفع التسوية مع استلام النقود
41002,en,Settled with payment
41002,ku,ساوكردن بە وەرگرتني پارە
41003,ar,دون المفتاح
41003,en,None
41003,ku,بێ كليل
41004,ar,F1
41004,en,F1
41004,ku,F1
41005,ar,F2
41005,en,F2
41005,ku,F2
41006,ar,F3
41006,en,F3
41006,ku,F3
41007,ar,F4
41007,en,F4
41007,ku,F4
41008,ar,F5
41008,en,F5
41008,ku,F5
41009,ar,F6
41009,en,F6
41009,ku,F6
41010,ar,F7
41010,en,F7
41010,ku,F7
41011,ar,F8
41011,en,F8
41011,ku,F8
41012,ar,F9
41012,en,F9
41012,ku,F9
41013,ar,F10
41013,en,F10
41013,ku,F10
41014,ar,F11
41014,en,F11
41014,ku,F11
41015,ar,F12
41015,en,F12
41015,ku,F12
41016,ar,ShiftF1
41016,en,ShiftF1
41016,ku,ShiftF1
41017,ar,ShiftF2
41017,en,ShiftF2
41017,ku,ShiftF2
41018,ar,ShiftF3
41018,en,ShiftF3
41018,ku,ShiftF3
41019,ar,ShiftF4
41019,en,ShiftF4
41019,ku,ShiftF4
41020,ar,ShiftF5
41020,en,ShiftF5
41020,ku,ShiftF5
41021,ar,ShiftF6
41021,en,ShiftF6
41021,ku,ShiftF6
41022,ar,ShiftF7
41022,en,ShiftF7
41022,ku,ShiftF7
41023,ar,ShiftF8
41023,en,ShiftF8
41023,ku,ShiftF8
41024,ar,ShiftF9
41024,en,ShiftF9
41024,ku,ShiftF9
41025,ar,ShiftF11
41025,en,ShiftF11
41025,ku,ShiftF11
41026,ar,ShiftF12
41026,en,ShiftF12
41026,ku,ShiftF12
41027,ar,Ctrl0
41027,en,Ctrl0
41027,ku,Ctrl0
41028,ar,Ctrl1
41028,en,Ctrl1
41028,ku,Ctrl1
41029,ar,Ctrl2
41029,en,Ctrl2
41029,ku,Ctrl2
41030,ar,Ctrl3
41030,en,Ctrl3
41030,ku,Ctrl3
41031,ar,Ctrl4
41031,en,Ctrl4
41031,ku,Ctrl4
41032,ar,Ctrl5
41032,en,Ctrl5
41032,ku,Ctrl5
41033,ar,Ctrl6
41033,en,Ctrl6
41033,ku,Ctrl6
41034,ar,Ctrl7
41034,en,Ctrl7
41034,ku,Ctrl7
41035,ar,Ctrl8
41035,en,Ctrl8
41035,ku,Ctrl8
41036,ar,Ctrl9
41036,en,Ctrl9
41036,ku,Ctrl9
41037,ar,CtrlA
41037,en,CtrlA
41037,ku,CtrlA
41038,ar,CtrlB
41038,en,CtrlB
41038,ku,CtrlB
41039,ar,CtrlC
41039,en,CtrlC
41039,ku,CtrlC
41040,ar,CtrlD
41040,en,CtrlD
41040,ku,CtrlD
41041,ar,CtrlE
41041,en,CtrlE
41041,ku,CtrlE
41042,ar,CtrlF
41042,en,CtrlF
41042,ku,CtrlF
41043,ar,CtrlG
41043,en,CtrlG
41043,ku,CtrlG
41044,ar,CtrlH
41044,en,CtrlH
41044,ku,CtrlH
41045,ar,CtrlI
41045,en,CtrlI
41045,ku,CtrlI
41046,ar,CtrlJ
41046,en,CtrlJ
41046,ku,CtrlJ
41047,ar,CtrlK
41047,en,CtrlK
41047,ku,CtrlK
41048,ar,CtrlL
41048,en,CtrlL
41048,ku,CtrlL
41049,ar,CtrlM
41049,en,CtrlM
41049,ku,CtrlM
41050,ar,CtrlN
41050,en,CtrlN
41050,ku,CtrlN
41051,ar,CtrlO
41051,en,CtrlO
41051,ku,CtrlO
41052,ar,CtrlP
41052,en,CtrlP
41052,ku,CtrlP
41053,ar,CtrlR
41053,en,CtrlR
41053,ku,CtrlR
41054,ar,CtrlS
41054,en,CtrlS
41054,ku,CtrlS
41055,ar,CtrlT
41055,en,CtrlT
41055,ku,CtrlT
41056,ar,CtrlU
41056,en,CtrlU
41056,ku,CtrlU
41057,ar,CtrlV
41057,en,CtrlV
41057,ku,CtrlV
41058,ar,CtrlW
41058,en,CtrlW
41058,ku,CtrlW
41059,ar,CtrlX
41059,en,CtrlX
41059,ku,CtrlX
41060,ar,CtrlY
41060,en,CtrlY
41060,ku,CtrlY
41061,ar,CtrlZ
41061,en,CtrlZ
41061,ku,CtrlZ
41062,ar,CtrlF1
41062,en,CtrlF1
41062,ku,CtrlF1
41063,ar,CtrlF2
41063,en,CtrlF2
41063,ku,CtrlF2
41064,ar,CtrlF3
41064,en,CtrlF3
41064,ku,CtrlF3
41065,ar,CtrlF4
41065,en,CtrlF4
41065,ku,CtrlF4
41066,ar,CtrlF5
41066,en,CtrlF5
41066,ku,CtrlF5
41067,ar,CtrlF6
41067,en,CtrlF6
41067,ku,CtrlF6
41068,ar,CtrlF7
41068,en,CtrlF7
41068,ku,CtrlF7
41069,ar,CtrlF8
41069,en,CtrlF8
41069,ku,CtrlF8
41070,ar,CtrlF9
41070,en,CtrlF9
41070,ku,CtrlF9
41071,ar,CtrlF11
41071,en,CtrlF11
41071,ku,CtrlF11
41072,ar,CtrlF12
41072,en,CtrlF12
41072,ku,CtrlF12
41073,ar,AltF1
41073,en,AltF1
41073,ku,AltF1
41074,ar,AltF2
41074,en,AltF2
41074,ku,AltF2
41075,ar,AltF3
41075,en,AltF3
41075,ku,AltF3
41076,ar,AltF4
41076,en,AltF4
41076,ku,AltF4
41077,ar,AltF4
41077,en,AltF4
41077,ku,AltF4
41078,ar,AltF4
41078,en,AltF5
41078,ku,AltF4
41079,ar,AltF6
41079,en,AltF6
41079,ku,AltF6
41080,ar,AltF7
41080,en,AltF7
41080,ku,AltF7
41081,ar,AltF8
41081,en,AltF8
41081,ku,AltF8
41082,ar,AltF9
41082,en,AltF9
41082,ku,AltF9
41083,ar,AltF10
41083,en,AltF10
41083,ku,AltF10
41084,ar,AltF11
41084,en,AltF11
41084,ku,AltF11
41085,ar,AltF12
41085,en,AltF12
41085,ku,AltF12
41086,en,
41087,ar,EXW
41087,en,EXW
41087,ku,EXW
41088,ar,FCA
41088,en,FCA
41088,ku,FCA
41089,ar,CPT
41089,en,CPT
41089,ku,CPT
41090,ar,CIP
41090,en,CIP
41090,ku,CIP
41091,ar,DAP
41091,en,DAP
41091,ku,DAP
41092,ar,DPU
41092,en,DPU
41092,ku,DPU
41093,ar,DDP
41093,en,DDP
41093,ku,DDP
41094,ar,FAS
41094,en,FAS
41094,ku,FAS
41095,ar,FOB
41095,en,FOB
41095,ku,FOB
41096,ar,CFR
41096,en,CFR
41096,ku,CFR
41097,ar,CIF
41097,en,CIF
41097,ku,CIF
41098,ar,Registered
41098,en,Registered
41098,ku,Registered
41099,ar,Closed
41099,en,Closed
41099,ku,Closed
41100,ar,None
41100,en,None
41100,ku,None
41101,ar,Approved
41101,en,Approved
41101,ku,Approved
41102,ar,Rejected
41102,en,Rejected
41102,ku,Rejected
41103,ar,Registered
41103,en,Registered
41103,ku,Registered
41104,ar,Closed
41104,en,Closed
41104,ku,Closed
41105,ar,Registered
41105,en,Registered
41105,ku,Registered
41106,ar,Calculated
41106,en,Calculated
41106,ku,Calculated
41107,en,none
41108,ar,equal
41108,en,equal
41108,ku,equal
41109,ar,amount
41109,en,amount
41109,ku,amount
41110,ar,quantity
41110,en,quantity
41110,ku,quantity
41111,en,
41112,ar,Registered
41112,en,Registered
41112,ku,Registered
41113,ar,Closed
41113,en,Closed
41113,ku,Closed
41114,en,none
41115,ar,Unit
41115,en,Unit
41115,ku,Unit
41116,ar,Price
41116,en,Price
41116,ku,Price
41117,ar,Equal
41117,en,Equal
41117,ku,Equal
41118,ar,Weight
41118,en,Weight
41118,ku,Weight
41119,en,None
41120,ar,A ( ALL RISK )
41120,en,A ( ALL RISK )
41120,ku,A ( ALL RISK )
41121,ar,B ( W. A )
41121,en,B ( W. A )
41121,ku,B ( W. A )
41122,ar,C ( F.P.A )
41122,en,C ( F.P.A )
41122,ku,C ( F.P.A )
41123,ar,TOTAL LOSS
41123,en,TOTAL LOSS
41123,ku,TOTAL LOSS
41124,ar,Other
41124,en,Other
41124,ku,Other
41125,ar,Performa
41125,en,Performa
41125,ku,Performa
41126,ar,PurchaseOrder
41126,en,PurchaseOrder
41126,ku,PurchaseOrder
41127,ar,InsurancePolicy
41127,en,InsurancePolicy
41127,ku,InsurancePolicy
41128,ar,CommercialOrder
41128,en,CommercialOrder
41128,ku,CommercialOrder
41129,ar,PurchaseInvoice
41129,en,PurchaseInvoice
41129,ku,PurchaseInvoice
41130,ar,BillOfLoading
41130,en,BillOfLoading
41130,ku,BillOfLoading
41131,ar,CustomsClearance 
41131,en,CustomsClearance
41131,ku,CustomsClearance
41132,ar,PurchaseCost
41132,en,PurchaseCost
41132,ku,PurchaseCost
41133,ar,Not Saved
41133,en,Not Saved
41133,ku,Not Saved
41134,ar,Registered
41134,en,Registered
41134,ku,Registered
41135,ar,Approved
41135,en,Approved
41135,ku,Approved
41136,ar,Rejected
41136,en,Rejected
41136,ku,Rejected
41137,ar,Closed
41137,en,Closed
41137,ku,Closed
41138,ar,Register
41138,en,Register
41138,ku,Register
41139,ar,Approve
41139,en,Approve
41139,ku,Approve
41140,ar,Return From Approved
41140,en,Return From Approved
41140,ku,Return From Approved
41141,ar,Reject
41141,en,Reject
41141,ku,Reject
41142,ar,Return From Rejected
41142,en,Return From Rejected
41142,ku,Return From Rejected
41143,ar,Manual Close
41143,en,Manual Close
41143,ku,Manual Close
41144,ar,Close
41144,en,Close
41144,ku,Close
41145,ar,Return From Closed
41145,en,Return From Closed
41145,ku,Return From Closed
41146,ar,Consume
41146,en,Consume
41146,ku,Consume
41147,ar,Other
41147,en,Other
41147,ku,Other
41148,ar,Inventory Transfer
41148,en,Inventory Transfer
41148,ku,Inventory Transfer
41149,ar,Not Saved
41149,en,Not Saved
41149,ku,Not Saved
41150,ar,Registered
41150,en,Registered
41150,ku,Registered
41151,ar,Approved
41151,en,Approved
41151,ku,Approved
41152,ar,Rejected
41152,en,Rejected
41152,ku,Rejected
41153,ar,Closed
41153,en,Closed
41153,ku,Closed
41154,ar,Register
41154,en,Register
41154,ku,Register
41155,ar,Approve
41155,en,Approve
41155,ku,Approve
41156,ar,Return From Approved
41156,en,Return From Approved
41156,ku,Return From Approved
41157,ar,Reject
41157,en,Reject
41157,ku,Reject
41158,ar,Return From Rejected
41158,en,Return From Rejected
41158,ku,Return From Rejected
41159,ar,Manual Close
41159,en,Manual Close
41159,ku,Manual Close
41160,ar,Close
41160,en,Close
41160,ku,Close
41161,ar,Return From Closed
41161,en,Return From Closed
41161,ku,Return From Closed
41162,en,none
41163,ar,Retail
41163,en,Retail
41163,ku,Retail
41164,ar,Inquiry
41164,en,Inquiry
41164,ku,Inquiry
41165,ar,Not Saved
41165,en,Normal
41165,ku,Not Saved
41166,ar,Emergency
41166,en,Emergency
41166,ku,Emergency
41167,ar,Import
41167,en,Import
41167,ku,Import
41168,ar,Internal
41168,en,Internal
41168,ku,Internal
41169,ar,Register
41169,en,Register
41169,ku,Register
41170,ar,Approve
41170,en,Approve
41170,ku,Approve
41171,ar,Return From Approved
41171,en,Return From Approved
41171,ku,Return From Approved
41172,ar,Reject
41172,en,Reject
41172,ku,Reject
41173,ar,Return From Rejected
41173,en,Return From Rejected
41173,ku,Return From Rejected
41174,ar,Manual Close
41174,en,Manual Close
41174,ku,Manual Close
41175,ar,Close
41175,en,Close
41175,ku,Close
41176,ar,Return From Closed
41176,en,Return From Closed
41176,ku,Return From Closed
41177,ar,Return From Closed
41177,en,Return From Closed
41177,ku,Return From Closed
41178,ar,Internal Purchase Invoice
41178,en,Internal Purchase Invoice
41178,ku,Internal Purchase Invoice
41179,ar,Service Purchase Invoice
41179,en,Service Purchase Invoice
41179,ku,Service Purchase Invoice
41180,ar,Asset Purchase Invoice
41180,en,Asset Purchase Invoice
41180,ku,Asset Purchase Invoice
41181,ar,Import Purchase Invoice
41181,en,Import Purchase Invoice
41181,ku,Import Purchase Invoice
41182,ar,تعيين للبنك
41182,en,Transfer To Bank
41182,ku,رادەست‌كار بە بانك
41183,ar,استلام و الاحتجاج
41183,en,Cashing and Return
41183,ku,وەرگرتن و پێشبڕي
41184,ar,النقدية
41184,en,Cashing
41184,ku,نەختەوە كردن
41185,ar,صندوق
41185,en,InCash
41185,ku,لە لاي بوخچەوە
41186,ar,تعيين للبنك
41186,en,Tranfer To Bank
41186,ku,رادەست‌كار بە بانك
41187,ar,الجمع
41187,en,Cashed
41187,ku,وەرگرتن
41188,ar,احتجاج
41188,en,Returned
41188,ku,پێشبڕيي
41189,ar,النقدية
41189,en,Cashed
41189,ku,نەختەوەكراو
41190,ar,خرج شده
41190,en,Spending
41190,ku,خەرج كراو
41191,ar,الردّ
41191,en,Refunded
41191,ku,گێڕانەوە
41192,ar,نقد
41192,en,Cash
41192,ku,پارەي نەخت
41193,ar,بطاقة قارئ
41193,en,Card Reader
41193,ku,كارت‌ناس
41194,ar,الشيك
41194,en,Cheque
41194,ku,چەك
41195,ar,مسودة
41195,en,Draft
41195,ku,حەواڵە
41196,en,Petty Cash
41197,ar,التلقي من الزبون
41197,en,Customer Receipt
41197,ku,وەرگرتن لە كڕيار
41198,ar,الاستلامات الأخرى
41198,en,Other Receipt
41198,ku,وەرگرتنەكاني‌تر
41199,ar,ضمان
41199,en,Guarantee
41199,ku,مسۆگەر
41200,en,BrokerReceipt
41201,ar,التلقي من الموردين
41201,en,Vendor Receipt
41201,ku,وەرگرتن لە دابينكار
41202,ar,النقلي
41202,en,Transmit Receipt
41202,ku,گوێزراوەيي
41203,en,PettyCash Receipt
41204,ar,1: الممتلكات و لأموال النقدية للمصرف
41204,en,1: Bank Balanace
41204,ku,1: هەبووي بانك
41205,ar,2: أموال
41205,en,2: Cash Balance
41205,ku,هەبووي بوخچە:2
41206,ar,3: قارئ بطاقة المخزون
41206,en,3: Pos Balance
41206,ku,هەبووي ئامێري كارت‌ناس:3
41207,ar,4: الشيكات المستحقة من الصندوق
41207,en,4: Recievable Cheques in Cash
41207,ku,ئەو چەكانەي لاي بوخچە كە دەبێ وەربگيردرێت:4
41208,ar,5: الشيكات المستحقة للبنك
41208,en,5: Recievable Cheques in Bank
41208,ku,ئەو چەكانەي لاي بانك كە دەبێ وەربگيردرێت:5
41209,ar,6- الشيكات المستحقة غير المسددة
41209,en,6: Payable Cheques
41209,ku,ئەو چەكە پێدراوانە كە نەختەوە نەكراون:6
41210,ar,7: التعهدات المستحقة
41210,en,7: Recievable
41210,ku,بەڵێنەكان بۆ وەرگرتن:7
41211,ar,8: الالتزامات المستحقة
41211,en,8: Payable
41211,ku,بەڵێنەكان بۆ پێدان:8
41212,ar,_____________
41212,en,Solid
41213,ar,_____________
41213,en,Dash
41214,ar,-------------------
41214,en,Dot
41214,ku,-------------------
41215,ar,-------------------
41215,en,DashDot
41215,ku,-------------------
41216,ar,-------------------
41216,en,DashDotDot
41216,ku,-------------------
41217,ar,-------------------
41217,en,Double
41217,ku,-------------------
41218,ar,Custom
41218,en,Custom
41218,ku,Custom
41219,ar,Letter
41219,en,Letter
41219,ku,Letter
41220,ar,Tabloid
41220,en,Tabloid
41220,ku,Tabloid
41221,ar,Leggal
41221,en,Leggal
41221,ku,Leggal
41222,ar,A3
41222,en,A3
41222,ku,A3
41223,ar,A4
41223,en,A4
41223,ku,A4
41224,ar,A5
41224,en,A5
41224,ku,A5
41225,ar,B4(JIS)
41225,en,B4(JIS)
41225,ku,B4(JIS)
41226,ar,B5(JIS)
41226,en,B5(JIS)
41226,ku,B5(JIS)
41227,ar,japanese Postcard
41227,en,japanese Postcard
41227,ku,japanese Postcard
41228,ar,سيتم طباعتها
41228,en,None
41228,ku,چاپ نەكرێت
41229,ar,طباعة الصفحة الأولى
41229,en,FirstPage
41229,ku,چاپ لە يەكەمين لاپەڕەدا
41230,ar,طباعة الصفحة الأخيرة
41230,en,LastPage
41230,ku,چاپ لە دوايين لاپەڕەدا
41231,ar,طباعة صفحات فردية
41231,en,OddPages
41231,ku,چاپ لە لاپەڕە تاقەكاندا
41232,ar,طباعة الصفحات الزوجية
41232,en,EvenPages
41232,ku,چاپ لە لاپەڕە جووتەكاندا
41233,ar, الطباعة في النطاقات المترددة
41233,en,RepeatedBand
41233,ku,چاپ لە باندە دووپاتەكاندا
41234,ar,يرجى تحديد
41234,en,None
41234,ku,تكايە هاتنگەكە دياري بكەن.
41235,ar,ممتلكات
41235,en,DataSet
41235,ku,بوونەتي
41236,ar,السيناريو
41236,en,Query
41236,ku,ئێسكريپت
41237,ar,جدول
41237,en,Table
41237,ku,شانە
41238,ar,أبدا
41238,en,Never
41238,ku,هەرگيز
41239,ar,دائما
41239,en,Always
41239,ku,هەميشە
41240,ar,تداخل
41240,en,WhenOverlapped
41240,ku,يەك داپۆشين
41241,ar,لا شيء
41241,en,None
41241,ku,هيچ‌يەك
41242,ar,تصاعدي
41242,en,Ascending
41242,ku,چوونەسەر
41243,ar,التنازلي
41243,en,Descending
41243,ku,دابەزين
41244,ar,ثنائي
41244,en,Binary
41244,ku,باينێري
41245,ar,معقول
41245,en,Bit
41245,ku,گونجاو
41246,ar,الحرف
41246,en,Char
41246,ku,كاراكتێر
41247,ar,تاريخ الزمن
41247,en,DateTime
41247,ku,رێكەوت كات
41248,ar, العشري المتوسط
41248,en,Decimal
41248,ku,دەيانەي ناوەندي
41249,ar,العشري الكبير
41249,en,Float
41249,ku,دەيانەي گەورە
41250,ar,الصورة
41250,en,Image
41250,ku,وێنە
41251,ar,الرقمية
41251,en,Int
41251,ku,ژمارەيي
41252,ar,نقود
41252,en,Money
41252,ku,پارە
41253,ar,حرف  يونيكود
41253,en,NChar
41253,ku,كاراكتێري يونيكۆد
41254,ar,نص  يونيكود
41254,en,NText
41254,ku,دەقي يونيكۆد
41255,ar,سلسلة يونيكود
41255,en,NVarChar
41255,ku,بەشي يونيكۆد
41256,ar,العشرية الصغيرة
41256,en,Real
41256,ku,دەيانەي بچووك
41257,ar,تاريخ صغير
41257,en,SmallDateTime
41257,ku,رێكەوتي بچووك
41258,ar,عدد قليل
41258,en,SmallInt
41258,ku,ژمارەي بچووك
41259,ar,نص غير يونيكود 
41259,en,Text
41259,ku,دەقي جگە يونيكۆد
41260,ar,عدد قليل جدا
41260,en,TinyInt
41260,ku,ژمارەي زۆر بچووك
41261,ar,ثنائي كبير
41261,en,VarBinary
41261,ku,باينێري گەورە
41262,ar,سلسلة
41262,en,VarChar
41262,ku,بەش
41263,ar,Xml
41263,en,Xml
41263,ku,Xml
41264,ar,التاريخ
41264,en,Date
41264,ku,رێكەوت
41265,ar,None
41265,en,None
41265,ku,None
41266,ar,Character
41266,en,Character
41266,ku,Character
41267,ar,Word
41267,en,Word
41267,ku,Word
41268,ar,EllipsisCharacter
41268,en,EllipsisCharacter
41268,ku,EllipsisCharacter
41269,ar,EllipsisWord
41269,en,EllipsisWord
41269,ku,EllipsisWord
41270,ar,EllipsisPath
41270,en,EllipsisPath
41270,ku,EllipsisPath
41271,ar,المجموع 
41271,en,Sum
41271,ku,كۆ
41272,ar,الحد الأدنى
41272,en,Min
41272,ku,كەمينە
41273,ar,الحد الأقصي
41273,en,Max
41273,ku,زۆرينە
41274,ar,المعدل
41274,en,Avg
41274,ku,مامناوەند
41275,ar,عدد
41275,en,Count
41275,ku,رادە
41276,ar,#
41276,en,Custom
41276,ku,#
41277,ar,¼
41277,en,Quarter
41277,ku,¼
41278,ar,1
41278,en,Half
41278,ku,½
41279,ar,1
41279,en,One
41279,ku,1
41280,ar,1½
41280,en,OneAndHalf
41280,ku,1½
41281,ar,2
41281,en,Tow
41281,ku,2
41282,ar,4
41282,en,Tree
41282,ku,3
41283,ar,4
41283,en,Four
41283,ku,4
41284,ar,5
41284,en,Five
41284,ku,5
41285,ar,6
41285,en,Six
41285,ku,6
41286,en,Normal
41287,en,CustomerCodeBased
41288,en,Registered
41289,en,Approved
41290,en,Dismissed
41291,ar,غير النشيط
41291,en,InActive
41291,ku,ناچالاك
41292,ar,الناشط
41292,en,Active
41292,ku,چالاك
41293,en,None
41294,ar,الآخر
41294,en,Other
41294,ku,ديكە
41295,ar,التيار/الجاري
41295,en,Jari
41295,ku,لەگەڕ
41296,ar,سيبا
41296,en,Siba
41296,ku,سيبا
41297,ar,تشرين الاول
41297,en,Mehr
41297,ku,رەزبەر
41298,ar,حساب السبهر
41298,en,Sepehr
41298,ku,سپێهر
41299,ar,حساب الجاري الذهبي
41299,en,Jari Talaee
41299,ku,لەگەڕي زێڕين
41300,ar,حساب الجام
41300,en,Jam
41300,ku,جام
41301,ar,حساب الوديعة
41301,en,Gharzolhasaneh
41301,ku,قەرزولحەسەنە
41302,ar,الوديعة الاستثمارية قصيرة الأجل
41302,en,Sepordeh Kootah Moddat
41302,ku,سپێردەي سەرمايەداناني كورت خايەن
41303,ar,الوديعة الاستثمارية  طويلة الأجل
41303,en,Sepordeh Boland Moddat
41303,ku,سپێردەي سەرمايەداناني درێژ خايەن
41304,ar,جهاز الصراف الآلي
41304,en,Aber Bank
41304,ku,كارت‌ناس
41305,ar,مسجل
41305,en,Saved
41305,ku,تۆماركراو
41306,ar,أصدرت وثيقة المحاسبية
41306,en,Vouchered
41306,ku,بەڵگەي ژمێرياري دەركراو
41307,ar,الإنشاء
41307,en,Initial
41308,ar,الاوراق المالية الأولي
41308,en,Opening Balance
41308,ku,هەبووي سەرەتايي
41309,ar,الاوراق المالية الأولي
41309,en,Opening Balance
41309,ku,هەبووي سەرەتايي
41310,ar,الاوراق المالية الأولي
41310,en,Opening Balance
41310,ku,هەبووي سەرەتايي
41311,ar,ايصال التسديد
41311,en,Receipt Note
41311,ku,بەڵگەنامەي وەرگرتن
41312,ar,استلام الشيكات
41312,en,Cheque Receipt
41312,ku,وەرگرتني چەك
41313,ar,مسودة
41313,en,Draft
41313,ku,حەواڵە
41314,ar,تحميل قارئ البطاقة
41314,en,Card Reader Receipt
41314,ku,وەرگرتن لە كارت‌ناس
41315,ar,تلقي  الشيك الاحتجاجي
41315,en,Protested Cheque Receipt
41315,ku,وەرگرتني چەكي پێشبڕيدار
41316,en,Petty cash Charge
41317,ar,اعلان التسديد
41317,en,Payment Statement
41317,ku,رەسيدي پێدان
41318,ar,دفع الشيك
41318,en,Cheque Payment
41318,ku,پێداني چەك
41319,ar,إعلان الانسحاب
41319,en,Withdrawal
41319,ku,راگەيەندراوي هەڵگرتن
41320,ar,تحقق الشيك
41320,en,Spending Cheque
41320,ku,خەرج كردني چەك
41321,ar, إلغاء الشيك
41321,en,Void Cheque
41321,ku,هەڵوەشاندنەوەي چەك
41322,ar,العمليات المصرفية للشيك
41322,en,Note Receivable Banking Procedures
41322,ku,كردە بانكيەكاني چەك
41323,ar,تعيين للبنك
41323,en,Transfer Cheque To Bank
41323,ku,رادەست‌كار بە بانك
41324,ar,الحصول علي شيك
41324,en,Cashing Cheque
41324,ku,نەختەوە كردني چەك
41325,ar,احتجاج الشيك
41325,en,Returned Cheque
41325,ku,پێشبڕي چەك
41326,ar,تحقق صرف الشيك
41326,en,Cheque Cash
41326,ku,نەختەوەكردني چەك
41327,ar,توصيل مجموعة من الشيكات المستحقة التسديدية
41327,en,Payment Cheque Cashing
41327,ku,نەختەوە كردني چەكي پێدراو
41328,ar,ارتداد الشيك
41328,en,Refund Cheque
41329,ar,استرداد الشيكات المستحقة للاستلام
41329,en,Refund Receipt Cheque
41329,ku,گەرانەوەي چەكي وەرگيراو 
41330,ar,اعادة شيكات المبالغ الفائضة المستحقة
41330,en,Refund Payment Cheque
41330,ku,گەرانەوي چەكي پێدراو
41331,ar,بطاقة تسوية قارئ
41331,en,Card Reader Polling
41331,ku,ساوكردني كارت‌ناس
41332,ar,اعادة الشيك المستفاد
41332,en,Return Spended Cheque
41332,ku,هەڵگەڕانەوەي چەكي خەرج كراو
41333,ar,استرداد الشيك المستاد المطلوبة
41333,en,Return Spended Returned Cheque
41333,ku,هەڵگەڕاوەي چەكي خەرج كراوي پێشبڕيدار
41334,en,Cash Deposit For Guarantee
41335,en,Bank FEE
41336,ar,الاوراق المالية الأولي
41336,en,Opening Balance
41336,ku,هەبووي سەرەتايي
41337,ar,فاتورة المبيعات
41337,en,Invoice
41337,ku,پسولەي فرۆش
41338,ar,محاسبة عمولة
41338,en,Commission Calculation
41339,en,Customer
41340,en,Broker
41341,en,Vendor
41342,en,Other
41343,en,Invoice
41344,en,Payment
41345,en,InventoryReceiptReturn
41346,en,PurchaseInvoiceReturn
41347,en,DebitOpeningBalance
41348,en,DebitNote
41349,en,RefundReceiptCheque
41350,en,ShredInvoiceInterestAndPenaltyItem
41351,en,ShredPersonelLoan
41352,en,ShredOtherReceivable
41353,en,CommissionCalculation
41354,en,ReturnedInvoice
41355,en,Receipt
41356,en,CreditOpeningBalance
41357,en,CreditNote
41358,en,RefundPaymentCheque
41359,en,ReturnChequeOther
41360,en,InventoryReceipt
41361,en,SettlementByRemaining
41362,en,
41363,en,Registered
41364,en,Approved
41365,en, 
41366,ar,أ
41366,en,A
41366,ku,ئەلف
41367,ar,ب
41367,en,B
41367,ku,ب
41368,ar,اسم المستخدم لي
41368,en,I have User Name
41368,ku,ناوي به‌كارهێنه‌ر هەيە
41369,ar,أنا شفرة التتبع لي
41369,en,I have Tracking Code
41369,ku,كۆدي شوێن‌گيريم هەيە
41370,ar,لم أسجل كود الاقتصادي لنفسي
41370,en,I have not Register for Economic Code
41370,ku,پێش ناونووسي كۆدي ئابووريم نەكردووە
41371,ar,مازندران
41371,en,Mazandaran
41371,ku,مازندەران
41372,ar,الشرق اذربيجان
41372,en,Azarbaijan_Sharghi
41372,ku,ئازربايجاني رۆژهەڵات
41373,ar,اذربيجان الغربية
41373,en,Azarbaijan_Gharbi
41373,ku,ئازربايجاني رۆژئاوا
41374,ar,كرمنشاه
41374,en,Kermanshah
41374,ku,كرماشان
41375,ar,خوزستان
41375,en,Khozestan
41375,ku,خووزستان
41376,ar,فارس
41376,en,Fars
41376,ku,فارس
41377,ar,كرمان
41377,en,Kerman
41377,ku,كرمان
41378,ar,خراسان رضوي
41378,en,Khorasan_Razavi
41378,ku,خۆراساني رەزەوي
41379,ar,أصفهان
41379,en,Esfahan
41379,ku,ئيسفەهان
41380,ar,شمال خراسان
41380,en,Khorasan_Shomali
41380,ku,خۆراساني باكوور
41381,ar,كردستان
41381,en,Kordestan
41381,ku,كوردستان
41382,ar,هرمزكان
41382,en,Hormozgan
41382,ku,هورمزگان
41383,ar,همدان
41383,en,Hamedan
41383,ku,هەمەدان
41384,ar,جهار محال بختياري
41384,en,Chahar_Mahal_Bakhtiari
41384,ku,چوارمەحاڵي بەختياري
41385,ar,ورستان
41385,en,Lorestan
41385,ku,لۆڕستان
41386,ar,إيلام
41386,en,Ilam
41386,ku,ئيلام
41387,ar,كهكيلويه و بوير احمد
41387,en,Kohkiloyeh_BoyerAhmad
41387,ku,كۆهكيلوويە و بوێرئەحمەد
41388,ar,زنجان
41388,en,Zanjan
41388,ku,زەنجان
41389,ar, خراسان جنوبي
41389,en,Khorasan_Jonobi
41389,ku,خۆراساني باشوور
41390,ar,مدينة طهران - جنوب
41390,en,Tehran_Jonob
41390,ku,شاري تاران_باشوور
41391,ar,مدينة طهران - الغربية
41391,en,Tehran_Gharb
41391,ku,شاري تاران_رۆژئاوا
41392,ar,مدينة طهران - الشرق
