ItemID,Type,Code,Title,Title_En,BarCode,UnitRef,SecondaryUnitRef,SaleUnitRef,IsUnitRatioConstant,UnitsRatio,MinimumAmount,MaximumAmount,CanHaveTracing,TracingCategoryRef,IsPricingBasedOnTracing,TaxExempt,TaxExemptPurchase,Sellable,DefaultStockRef,PurchaseGroupRef,SaleGroupRef,CompoundBarcodeRef,ItemCategoryRef,Creator,CreationDate,LastModifier,LastModificationDate,Version,IsActive,AccountSLRef,IranCode,TaxRate,DutyRate,CodingGroupRef,SerialTracking,Weight,Volume,ConsumerFee
2260,1,2500065,شيشه شور,شيشه شور,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:43:52,12,2026-04-22 13:49:20,1,True,,,0.0000,0.0000,74,False,,,
2261,1,2500066,كاغذ كرافت,كاغذ كرافت,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:44:53,12,2026-04-22 13:45:46,1,True,,,0.0000,0.0000,74,False,,,
2262,1,2500067,پلاستيك 50*40,پلاستيك 50*40,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:45:45,12,2026-04-22 14:16:33,1,True,,,0.0000,0.0000,74,False,,,
2263,1,2500068,پلاستيك 40*40,پلاستيك 40*40,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-21 14:46:26,12,2026-04-22 14:17:06,1,True,,,0.0000,0.0000,74,False,,,
2267,1,2600038,پنير برگر راغب,پنير برگر راغب,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-04-26 16:15:46,12,2026-04-26 16:15:46,0,True,,,0.0000,0.0000,75,False,,,
2270,2,9200001,هزينه پيك,هزينه پيك,,15,,15,True,,,,False,,False,False,False,True,,,,,,11,2026-04-28 17:11:59,11,2026-04-28 17:11:59,0,True,,,0.0000,0.0000,10,False,,,
2272,1,1100059,خوراك فيله سوخاري دو تكه,خوراك فيله سوخاري دو تكه,,2,,2,True,,,,False,,False,False,False,True,13,,,,,12,2026-05-03 13:11:22,10,2026-06-01 18:26:06,3,True,,,0.0000,0.0000,80,False,,,
2274,1,2200054,اليت زعفران,اليت زعفران,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-05-05 12:26:43,12,2026-05-05 12:26:43,0,True,,,0.0000,0.0000,70,False,,,
2275,1,2100022,ماما سيتا,ماما سيتا,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-05-06 13:05:03,12,2026-05-06 13:05:03,0,True,,,0.0000,0.0000,69,False,,,
2277,1,3000045,پياز سرخ كرده,پياز سرخ كرده,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-05-07 11:24:07,10,2026-06-06 15:34:35,1,True,,,0.0000,0.0000,94,False,,,
2279,1,3000046,مرينت مرغ گريل,مرينت مرغ گريل,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-05-13 14:57:09,10,2026-06-28 10:45:07,1,True,,,0.0000,0.0000,94,False,,,
2280,1,3000047,رست بيف ايتاليايي,رست بيف ايتاليايي,,1,,1,True,,,,False,,False,False,False,True,,,,,,10,2026-05-14 12:08:04,10,2026-05-14 12:08:04,0,True,,,0.0000,0.0000,94,False,,,
2282,1,2500069,اسپري سيف همه كاره,اسپري سيف همه كاره,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-05-23 14:10:13,12,2026-05-23 14:10:13,0,True,,,0.0000,0.0000,74,False,,,
2284,1,2500070,ظرف سس 30 سيسي گرد,ظرف سس 30 سيسي گرد,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-05-24 17:37:40,12,2026-05-24 17:37:40,0,True,,,0.0000,0.0000,74,False,,,
2285,1,2500071,لانچ باكس كرافت 1600 سي سي,لانچ باكس كرافت 1600 سي سي,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-05-24 17:38:46,12,2026-05-24 17:38:46,0,True,,,0.0000,0.0000,74,False,,,
2286,1,2500072,درب لانچ باكس كرافت 1600 سي سي,درب لانچ باكس كرافت 1600 سي سي,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-05-24 17:39:31,12,2026-05-24 17:39:31,0,True,,,0.0000,0.0000,74,False,,,
2289,1,1100060,سالاد كلم تكي,سالاد كلم تكي,,2,,2,True,,,,False,,False,False,False,True,13,,,,,10,2026-06-01 16:36:59,12,2026-06-08 16:37:39,3,True,,,0.0000,0.0000,80,False,,,
2290,1,1100061,سس خردل تكي,سس خردل تكي,,2,,2,True,,,,False,,False,False,False,True,13,,,,,10,2026-06-02 11:25:00,12,2026-06-08 16:36:19,1,True,,,0.0000,0.0000,80,False,,,
2291,1,1100062,سس فرانسوي تكي,سس فرانسوي تكي,,2,,2,True,,,,False,,False,False,False,True,13,,,,,10,2026-06-02 11:27:00,12,2026-06-08 16:37:03,1,True,,,0.0000,0.0000,80,False,,,
2292,1,2100023,ديپ پارمسان و قارچ,ديپ پارمسان و قارچ,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-06-07 10:26:04,12,2026-06-07 10:26:04,0,True,,,0.0000,0.0000,69,False,,,
2293,1,2500073,سلفون استيك ورقه اي,سلفون استيك ورقه اي,,1,,1,True,,,,False,,False,False,False,True,,,,,,12,2026-06-07 10:42:35,12,2026-06-07 10:42:42,1,True,,,0.0000,0.0000,74,False,,,
2294,1,1100067,خانواده مشكي با ليوان,خانواده مشكي با ليوان,,2,,2,True,,,,False,,False,False,False,True,13,,,,,12,2026-06-09 11:27:11,10,2026-06-21 11:44:11,1,True,,,0.0000,0.0000,80,False,,,
2295,1,1100068,خانواده زرد با ليوان,خانواده زرد با ليوان,,2,,2,True,,,,False,,False,False,False,True,13,,,,,12,2026-06-09 11:28:16,10,2026-06-21 11:47:51,2,True,,,0.0000,0.0000,80,False,,,
2296,1,1100069,خانواده سبز با ليوان,خانواده سبز با ليوان,,2,,2,True,,,,False,,False,False,False,True,13,,,,,12,2026-06-09 11:29:04,12,2026-06-22 11:22:48,3,True,,,0.0000,0.0000,80,False,,,
2297,1,1100070,خانواده ليموناد با ليوان,خانواده ليموناد با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:29:53,10,2026-06-21 11:45:06,1,True,,,0.0000,0.0000,80,False,,,
2298,1,1100071,خانواده زيرو با ليوان,خانواده زيرو با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:30:34,10,2026-06-21 11:45:20,1,True,,,0.0000,0.0000,80,False,,,
2299,1,1100072,خانواده شاه توت با ليوان,خانواده شاه توت با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:31:23,12,2026-06-09 11:31:23,0,True,,,0.0000,0.0000,80,False,,,
2300,1,1100073,قوطي مشكي با ليوان,قوطي مشكي با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:35:31,10,2026-06-21 11:45:35,1,True,,,0.0000,0.0000,80,False,,,
2301,1,1100074,قوطي زرد با ليوان,قوطي زرد با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:36:03,10,2026-06-21 11:45:53,1,True,,,0.0000,0.0000,80,False,,,
2302,1,1100075,قوطي زيرو با ليوان,قوطي زيرو با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:36:42,12,2026-06-09 11:36:42,0,True,,,0.0000,0.0000,80,False,,,
2303,1,1100076,قوطي ليموناد با ليوان,قوطي ليموناد با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:37:43,10,2026-06-21 11:46:12,1,True,,,0.0000,0.0000,80,False,,,
2304,1,1100077,قوطي سبز با ليوان,قوطي سبز با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:38:47,12,2026-06-22 11:23:28,2,True,,,0.0000,0.0000,80,False,,,
2305,1,1100078,هي دي ليمو با ليوان,هي دي ليمو با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:39:54,12,2026-06-09 11:39:54,0,True,,,0.0000,0.0000,80,False,,,
2306,1,1100079,هي دي هلو با ليوان ,هي دي هلو با ليوان ,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:40:39,12,2026-06-09 11:40:39,0,True,,,0.0000,0.0000,80,False,,,
2307,1,1100080,هي دي استوايي با ليوان,هي دي استوايي با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:41:21,12,2026-06-09 11:41:21,0,True,,,0.0000,0.0000,80,False,,,
2308,1,1100081,هي دي كلاسيك با ليوان,هي دي كلاسيك با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:42:33,12,2026-06-09 11:42:33,0,True,,,0.0000,0.0000,80,False,,,
2309,1,1100082,هافنبرگ كاكتوس با ليوان,هافنبرگ كاكتوس با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:45:34,12,2026-06-09 11:45:34,0,True,,,0.0000,0.0000,80,False,,,
2311,1,1100083,دوغ قوطي با ليوان,دوغ قوطي با ليوان,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-09 11:47:01,10,2026-06-21 11:46:41,1,True,,,0.0000,0.0000,80,False,,,
2313,1,2800013,ليموناد 250 سيسي لاكي,ليموناد 250 سيسي لاكي,,2,,2,True,,,,False,,False,False,False,True,13,,,,,12,2026-06-11 11:17:35,12,2026-06-11 11:22:36,1,True,,,10.0000,0.0000,77,False,,,
2314,1,4100001,سيني پلاستيكي ,سيني پلاستيكي ,,2,,2,True,,,,False,,False,False,False,False,,,,,,10,2026-06-14 12:47:55,10,2026-06-14 12:47:55,0,True,,,0.0000,0.0000,95,False,,,
2315,1,1100084,آب گازدار آكوفينا 500 سيسي,آب گازدار آكوفينا 500 سيسي,,2,,2,True,,,,False,,False,False,False,True,,,,,,12,2026-06-22 11:25:15,12,2026-07-01 13:04:55,1,True,,,16.0000,0.0000,80,False,,,
