ItemID,Type,Code,Title,Title_En,BarCode,UnitRef,SecondaryUnitRef,SaleUnitRef,IsUnitRatioConstant,UnitsRatio,MinimumAmount,MaximumAmount,CanHaveTracing,TracingCategoryRef,IsPricingBasedOnTracing,TaxExempt,TaxExemptPurchase,Sellable,DefaultStockRef,PurchaseGroupRef,SaleGroupRef,CompoundBarcodeRef,ItemCategoryRef,Creator,CreationDate,LastModifier,LastModificationDate,Version,IsActive,AccountSLRef,IranCode,TaxRate,DutyRate,CodingGroupRef,SerialTracking,Weight,Volume,ConsumerFee
1950,1,2300032,ماهي آنچوي,ماهي آنچوي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:47,1,2025-09-23 11:58:47,0,True,,,10.0000,0.0000,72,False,,,
1951,1,2300033,گوشت شتر,گوشت شتر,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:47,10,2026-03-02 17:40:35,1,True,,,0.0000,0.0000,72,False,,,
1952,1,2400001,جعفري,جعفري,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:48,10,2026-03-02 17:40:47,1,True,,,0.0000,0.0000,73,False,,,
1953,1,2400002,قارچ,قارچ,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:48,12,2026-04-22 13:47:49,2,True,,,0.0000,0.0000,73,False,,,
1954,1,2400003,گوجه,گوجه,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:48,10,2026-03-02 17:41:02,1,True,,,0.0000,0.0000,73,False,,,
1955,1,2400004,كلم سفيد,كلم سفيد,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:49,10,2026-03-02 17:41:09,1,True,,,0.0000,0.0000,73,False,,,
1956,1,2400005,فلفل دلمه سبز,فلفل دلمه سبز,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:49,10,2026-03-02 17:41:20,1,True,,,0.0000,0.0000,73,False,,,
1957,1,2400006,هويج,هويج,,1,14,1,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:49,12,2026-04-28 11:14:16,2,True,,,0.0000,0.0000,73,False,,,
1958,1,2400007,كاهو,كاهو,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:50,10,2026-03-02 17:41:41,1,True,,,0.0000,0.0000,73,False,,,
1960,1,2400009,پياز,پياز,,1,14,1,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:50,12,2026-04-28 11:14:40,3,True,,,0.0000,0.0000,73,False,,,
1961,1,2400010,ليموترش,ليموترش,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:51,12,2026-04-22 13:27:28,2,True,,,0.0000,0.0000,73,False,,,
1962,1,2400011,گوجه گيلاسي,گوجه گيلاسي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:51,12,2026-04-22 13:42:40,2,True,,,0.0000,0.0000,73,False,,,
1963,1,2400012,خيار,خيار,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:51,12,2026-04-22 13:27:52,2,True,,,0.0000,0.0000,73,False,,,
1964,1,2400013,بادمجان,بادمجان,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:52,10,2026-03-02 17:42:46,1,True,,,0.0000,0.0000,73,False,,,
1965,1,2400014,كدو,كدو,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:52,10,2026-03-02 17:42:55,1,True,,,0.0000,0.0000,73,False,,,
1966,1,2400015,كلم بروكلي,كلم بروكلي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:52,10,2026-03-02 17:43:02,1,True,,,0.0000,0.0000,73,False,,,
1967,1,2400016,ريحان,ريحان,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:52,10,2026-03-02 17:43:08,1,True,,,0.0000,0.0000,73,False,,,
1968,1,2400017,پيازچه,پيازچه,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:53,12,2026-04-22 14:13:12,3,True,,,0.0000,0.0000,73,False,,,
1969,1,2400018,پياز پوستگيري شده,پياز پوستگيري شده,,1,14,1,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:53,12,2026-04-28 11:15:05,3,True,,,0.0000,0.0000,73,False,,,
1970,1,2400019,سيب زميني خلالي,سيب زميني خلالي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:53,12,2026-04-22 13:50:47,3,True,,,10.0000,0.0000,73,False,,,
1971,1,2400020,خيارشور,خيارشور,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:54,12,2026-04-22 13:28:12,1,True,,,10.0000,0.0000,73,False,,,
1972,1,2400021,سير منجمد,سير منجمد,,1,14,1,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:54,12,2026-04-28 11:16:01,1,True,,,10.0000,0.0000,73,False,,,
1973,1,2400022,ذرت,ذرت,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:54,12,2026-04-22 13:28:34,1,True,,,10.0000,0.0000,73,False,,,
1974,1,2400023,نعنا,نعنا,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:55,10,2026-03-02 17:44:42,1,True,,,0.0000,0.0000,73,False,,,
1975,1,2400024,نارنج,نارنج,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:55,10,2026-03-02 17:44:26,1,True,,,0.0000,0.0000,73,False,,,
1976,1,2400025,فلفل دلمه رنگي,فلفل دلمه رنگي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:55,10,2026-03-02 17:44:08,1,True,,,0.0000,0.0000,73,False,,,
1977,1,2400026,فلفل دلمه مخلوط,فلفل دلمه مخلوط,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:56,10,2026-07-01 10:35:20,3,True,,,0.0000,0.0000,73,False,,,
1978,1,2400027,كلم قرمز,كلم قرمز,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:56,10,2026-03-02 17:44:56,1,True,,,0.0000,0.0000,73,False,,,
1979,1,3000002,كاهو خورد شده,كاهو خورد شده,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:56,10,2026-06-28 10:45:41,4,True,,,0.0000,0.0000,94,False,,,
1980,1,3000043,گوجه خورد شده,گوجه خورد شده,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:57,10,2026-06-28 10:46:24,4,True,,,0.0000,0.0000,94,False,,,
1981,1,3000044,بروكلي بلنچ شده,بروكلي بلنچ شده,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:57,12,2026-07-05 16:25:53,5,True,,,0.0000,0.0000,94,False,,,
1982,1,2400031,ريحان ايتاليايي,ريحان ايتاليايي,,1,14,1,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:57,12,2026-04-28 11:16:26,2,True,,,0.0000,0.0000,73,False,,,
1985,1,2400034,ترشي سير,ترشي سير,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:58,1,2025-09-23 11:58:58,0,True,,,10.0000,0.0000,73,False,,,
1986,1,2400035,سركه سيب,سركه سيب,,5,14,5,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:58,12,2026-04-28 11:19:22,1,True,,,10.0000,0.0000,73,False,,,
1987,1,2500001,مايع دستشويي,مايع دستشويي,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:59,12,2026-04-22 13:41:11,1,True,,,0.0000,0.0000,74,False,,,
1988,1,2500002,وايتكس,وايتكس,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:59,12,2026-04-22 13:34:42,1,True,,,10.0000,0.0000,74,False,,,
1989,1,2500003,جوهر نمك,جوهر نمك,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:58:59,12,2026-06-23 10:50:18,1,True,,,10.0000,0.0000,74,False,,,
1990,1,2500004,ريكا,ريكا,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:00,12,2026-04-22 13:32:48,1,True,,,10.0000,0.0000,74,False,,,
1991,1,2500005,سود شوينده,سود شوينده,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:00,12,2026-04-22 13:51:38,1,True,,,10.0000,0.0000,74,False,,,
1992,1,2500006,اسكاچ,اسكاچ,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:00,12,2026-04-22 14:25:37,1,True,,,10.0000,0.0000,74,False,,,
1993,1,2500007,دستكش لاتكس,دستكش لاتكس,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:01,12,2026-04-22 14:02:26,1,True,,,0.0000,0.0000,74,False,,,
1994,1,2500008,پارچه آستري,پارچه آستري,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:01,1,2025-09-23 11:59:01,0,True,,,10.0000,0.0000,74,False,,,
1995,1,2500009,چنگال درشت,چنگال درشت,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:01,12,2026-04-22 14:06:23,1,True,,,0.0000,0.0000,74,False,,,
1996,1,2500010,چنگال ريز,چنگال ريز,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:02,12,2026-04-22 14:05:51,1,True,,,0.0000,0.0000,74,False,,,
1997,1,2500011,چاقو يكبار مصرف,چاقو يكبار مصرف,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:02,12,2026-04-22 16:24:16,1,True,,,10.0000,0.0000,74,False,,,
1998,1,2500012,ظرف سالاد فصل (14 گرمي),ظرف سالاد فصل (14 گرمي),,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:02,1,2025-09-23 11:59:02,0,True,,,10.0000,0.0000,74,False,,,
1999,1,2500013,ليوان يكبار مصرف,ليوان يكبار مصرف,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:03,12,2026-04-22 13:41:36,1,True,,,0.0000,0.0000,74,False,,,
2000,1,2500014,ظرف سس 100 گرمي,ظرف سس 100 گرمي,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:03,12,2026-05-28 12:50:08,1,True,,,10.0000,0.0000,74,False,,,
2001,1,2500015,پلاستيك زباله,پلاستيك زباله,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:03,12,2026-04-22 14:15:53,1,True,,,10.0000,0.0000,74,False,,,
2002,1,2500016,پلاستيك 37*47,پلاستيك 37*47,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:04,12,2026-04-22 14:17:26,1,True,,,10.0000,0.0000,74,False,,,
2003,1,2500017,پلاستيك 45*55,پلاستيك 45*55,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:04,12,2026-04-22 14:16:51,1,True,,,0.0000,0.0000,74,False,,,
2004,1,2500018,سلفون هات داگ,سلفون هات داگ,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:04,12,2026-04-22 13:51:55,1,True,,,0.0000,0.0000,74,False,,,
2005,1,2500019,سلفون برگر ويژه,سلفون برگر ويژه,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:05,12,2026-04-22 13:52:10,1,True,,,0.0000,0.0000,74,False,,,
2006,1,2500020,دستمال كترينگ 3000 تايي,دستمال كترينگ 3000 تايي,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:05,12,2026-04-22 13:59:43,1,True,,,10.0000,0.0000,74,False,,,
2007,1,2500021,جعبه سيب بيرون بر,جعبه سيب بيرون بر,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:05,12,2026-04-22 14:06:55,1,True,,,10.0000,0.0000,74,False,,,
2008,1,2500022,پلاستيك خياري,پلاستيك خياري,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:06,1,2025-09-23 11:59:06,0,True,,,10.0000,0.0000,74,False,,,
2009,1,2500023,دستكش يكبار مصرف,دستكش يكبار مصرف,,7,,7,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:06,12,2026-04-22 14:02:03,1,True,,,10.0000,0.0000,74,False,,,
2010,1,2500024,سينگل تكفره,سينگل تكفره,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:06,12,2026-04-22 13:50:32,1,True,,,0.0000,0.0000,74,False,,,
2011,1,2500025,سينگل دونفره,سينگل دونفره,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:07,12,2026-04-22 13:50:02,1,True,,,0.0000,0.0000,74,False,,,
2012,1,2500026,جعبه پيتزا تكنفره,جعبه پيتزا تكنفره,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:07,12,2026-06-20 17:31:25,3,True,,,10.0000,0.0000,74,False,,,
2013,1,2500027,جعبه پيتزا دونفره,جعبه پيتزا دونفره,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:07,12,2026-06-20 17:31:44,2,True,,,10.0000,0.0000,74,False,,,
2014,1,2500028,سلفون دستگاه برگر,سلفون دستگاه برگر,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:08,1,2025-09-23 11:59:08,0,True,,,10.0000,0.0000,74,False,,,
2015,1,2500029,دستمال توالت,دستمال توالت,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:08,12,2026-04-22 14:00:47,1,True,,,10.0000,0.0000,74,False,,,
2016,1,2500030,جعبه چيكن,جعبه چيكن,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:08,1,2025-09-23 11:59:08,0,True,,,10.0000,0.0000,74,False,,,
2017,1,2500031,پلاستيك ناني,پلاستيك ناني,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:09,1,2025-09-23 11:59:09,0,True,,,10.0000,0.0000,74,False,,,
2018,1,2500032,پلاستيك فريزر,پلاستيك فريزر,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:09,12,2026-04-22 14:16:09,1,True,,,0.0000,0.0000,74,False,,,
2019,1,2500033,سلفون روكش,سلفون روكش,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:09,1,2025-09-23 11:59:09,0,True,,,10.0000,0.0000,74,False,,,
2020,1,2500034,رول پرينتر,رول پرينتر,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:10,12,2026-04-22 13:58:03,1,True,,,0.0000,0.0000,74,False,,,
2021,1,2500035,سلفون برگر معمولي,سلفون برگر معمولي,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:10,12,2026-04-22 13:52:40,1,True,,,0.0000,0.0000,74,False,,,
2022,1,2500036,دستكش ساق بلند,دستكش ساق بلند,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:10,12,2026-04-22 14:02:44,1,True,,,0.0000,0.0000,74,False,,,
2023,1,2500037,ظرف سالاد سزار,ظرف سالاد سزار,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:11,12,2026-04-22 16:24:53,1,True,,,10.0000,0.0000,74,False,,,
2024,1,2500038,درب ظرف سالاد سزار,درب ظرف سالاد سزار,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:11,12,2026-04-22 14:03:45,2,True,,,0.0000,0.0000,74,False,,,
2025,1,2500039,كلاه يكبار مصرف,كلاه يكبار مصرف,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:11,12,2026-04-22 13:44:20,1,True,,,0.0000,0.0000,74,False,,,
2026,1,2500040,جعبه هات داگ,جعبه هات داگ,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:12,12,2026-04-22 14:07:06,1,True,,,10.0000,0.0000,74,False,,,
2027,1,2500041,آستين يكبار مصرف,آستين يكبار مصرف,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:12,12,2026-04-22 14:24:02,1,True,,,10.0000,0.0000,74,False,,,
2028,1,2500042,دستمال كاغذي,دستمال كاغذي,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:12,12,2026-04-22 14:00:06,1,True,,,10.0000,0.0000,74,False,,,
2029,1,2500043,پلاستيك 65*55,پلاستيك 65*55,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:13,1,2025-09-23 11:59:13,0,True,,,10.0000,0.0000,74,False,,,
2030,1,2500044,تايد,تايد,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:13,12,2026-04-22 14:10:35,1,True,,,10.0000,0.0000,74,False,,,
2031,1,2500045,وكيوم 2 كيلويي,وكيوم 2 كيلويي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:13,1,2025-09-23 11:59:13,0,True,,,10.0000,0.0000,74,False,,,
2032,1,2500046,فريزر كيلويي 25*35 (رولي),فريزر كيلويي 25*35 (رولي),,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:14,1,2025-09-23 11:59:14,0,True,,,10.0000,0.0000,74,False,,,
2033,1,2500047,دستمال آشپزخانه مخمل,دستمال آشپزخانه مخمل,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:14,12,2026-04-22 14:01:36,1,True,,,10.0000,0.0000,74,False,,,
2034,1,2500048,ني نوشابه,ني نوشابه,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:14,12,2026-04-22 13:35:17,1,True,,,10.0000,0.0000,74,False,,,
2035,1,2500049,محلول پرسيدينگ,محلول پرسيدينگ,,5,,5,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:15,1,2025-09-23 11:59:15,0,True,,,10.0000,0.0000,74,False,,,
2036,1,2500050,كاور كفش ,كاور كفش ,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:15,12,2026-04-22 13:44:58,1,True,,,10.0000,0.0000,74,False,,,
2037,1,2500051,خوشبوكننده,خوشبوكننده,,2,,2,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:15,12,2026-04-22 14:04:43,1,True,,,10.0000,0.0000,74,False,,,
2038,1,2600001,ماست چكيده,ماست چكيده,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:16,1,2025-09-23 11:59:16,0,True,,,10.0000,0.0000,75,False,,,
2039,1,2600002,ماست سون,ماست سون,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:16,1,2025-09-23 11:59:16,0,True,,,10.0000,0.0000,75,False,,,
2040,1,2600003,آبليمو,آبليمو,,5,14,5,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:16,12,2026-04-28 11:18:28,1,True,,,10.0000,0.0000,75,False,,,
2041,1,2600004,سركه سفيد,سركه سفيد,,5,,5,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:17,1,2025-09-23 11:59:17,0,True,,,10.0000,0.0000,75,False,,,
2042,1,2600005,شيره خرما,شيره خرما,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:17,1,2025-09-23 11:59:17,0,True,,,10.0000,0.0000,75,False,,,
2043,1,2600006,شيره انگور,شيره انگور,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:17,1,2025-09-23 11:59:17,0,True,,,10.0000,0.0000,75,False,,,
2044,1,2600007,سركه بالزاميك,سركه بالزاميك,,5,14,5,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:18,12,2026-04-28 11:18:55,1,True,,,10.0000,0.0000,75,False,,,
2045,1,2600008,كشك,كشك,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:18,1,2025-09-23 11:59:18,0,True,,,10.0000,0.0000,75,False,,,
2046,1,2600009,پنير پيتزا كالين زرد,پنير پيتزا كالين زرد,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:18,10,2026-03-02 17:46:45,1,True,,,0.0000,0.0000,75,False,,,
2047,1,2600010,كره,كره,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:18,10,2026-03-02 17:46:57,1,True,,,0.0000,0.0000,75,False,,,
2048,1,2600011,پنير پيتزا نارمك,پنير پيتزا نارمك,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:19,10,2026-03-02 17:47:13,1,True,,,0.0000,0.0000,75,False,,,
2049,1,2600012,پنير پيتزا دانماركي,پنير پيتزا دانماركي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:19,10,2026-03-02 17:47:20,1,True,,,0.0000,0.0000,75,False,,,
2050,1,2600013,پنير گودا,پنير گودا,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:20,10,2026-03-02 17:47:27,1,True,,,0.0000,0.0000,75,False,,,
2051,1,2600014,پنير چدار,پنير چدار,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:20,10,2026-03-02 17:47:40,1,True,,,0.0000,0.0000,75,False,,,
2052,1,2600015,پنير پيتزا مارگاريتا,پنير پيتزا مارگاريتا,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:20,10,2026-03-02 17:47:48,1,True,,,0.0000,0.0000,75,False,,,
2053,1,2600016,پنير لبنه,پنير لبنه,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:21,10,2026-03-02 17:47:55,1,True,,,0.0000,0.0000,75,False,,,
2054,1,2600017,پنير بلوچيز,پنير بلوچيز,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:21,10,2026-03-02 17:48:04,1,True,,,0.0000,0.0000,75,False,,,
2055,1,2600018,پنير پارمسان,پنير پارمسان,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:21,12,2026-04-22 14:15:20,1,True,,,10.0000,0.0000,75,False,,,
2056,1,2600019,عسل,عسل,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:22,1,2025-09-23 11:59:22,0,True,,,10.0000,0.0000,75,False,,,
2057,1,2600020,مغز گردو,مغز گردو,,1,14,1,True,0.001,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:22,12,2026-04-28 11:19:56,1,True,,,10.0000,0.0000,75,False,,,
2058,1,2600021,پنير پيتزا موزارلا الماس,پنير پيتزا موزارلا الماس,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:22,12,2026-06-01 12:46:59,4,True,,,0.0000,0.0000,75,False,,,
2061,1,2600024,خامه صبحانه,خامه صبحانه,,5,,5,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:23,10,2026-02-28 12:40:55,1,True,,,10.0000,0.0000,75,False,,,
2062,1,2600025,ورچستر,ورچستر,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:23,1,2025-09-23 11:59:23,0,True,,,10.0000,0.0000,75,False,,,
2063,1,2600026,كنسرو لوبيا,كنسرو لوبيا,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:24,1,2025-09-23 11:59:24,0,True,,,10.0000,0.0000,75,False,,,
2064,1,2600027,شير پاستوريزه,شير پاستوريزه,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:24,1,2025-09-23 11:59:24,0,True,,,10.0000,0.0000,75,False,,,
2065,1,2600028,پنير هلندي,پنير هلندي,,1,,1,True,,,,False,,False,False,False,True,10,,,,,1,2025-09-23 11:59:24,10,2026-05-31 15:26:27,1,True,,,10.0000,0.0000,75,False,,,
2066,1,1100001,پيتزا گوشت و قارچ,پيتزا گوشت و قارچ,,2,,2,True,,,,False,,False,False,False,True,13,,,,,1,2025-09-23 11:59:25,10,2026-06-01 18:05:15,2,True,,,0.0000,0.0000,80,False,,,
