LocationId,Title,Title_En,Code,Parent,Type,Version,Creator,CreationDate,LastModifier,LastModificationDate,MinistryofFinanceCode,TaxFileCode
241,سراوان,سراوان,0548522,18,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6606000,
242,سرباز,سرباز,0548462,18,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,6602600,
243,فيروزاباد,فيروزاباد,0712622,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1710000,
244,فراشبند,فراشبند,0712662,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1710300,
245,فسا,فسا,0731,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1709000,
246,قيروكارزين,قيروكارزين,,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1710400,
247,كازرون,كازرون,,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1711000,
248,لامرد,لامرد,0782522,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1713000,
249,لار,لار,0781,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1712000,
250,ممسني,ممسني,,19,3         ,1,,2018-03-05 13:34:00,,2018-03-05 13:34:00,1715000,
