Type,Code,Title,Title_En,DisplayOrder,Extra,System,LookupID
MajorLanguage                                     ,1,فارسي,Persian,1,,FMK,264
MajorLanguage                                     ,2,انگليسي,English,2,,FMK,265
ReportColumnType                                  ,2,گزارش تراز دو ستوني,,1,,ACC,40125
ReportColumnType                                  ,4,گزارش تراز چهار ستوني,,2,,ACC,40126
ReportColumnType                                  ,6,گزارش تراز شش ستوني,,3,,ACC,40127
ReportColumnType                                  ,8,گزارش تراز هشت ستوني,,4,,ACC,40128
AccountType                                       ,0,   ,,0,,ACC,40129
AccountType                                       ,1,گروه,,1,,ACC,40130
AccountType                                       ,2,كل,,2,,ACC,40131
AccountType                                       ,3,معين,,3,,ACC,40132
BalanceType                                       ,1,بدهكار,,1,,ACC,40133
BalanceType                                       ,2,بستانكار,,2,,ACC,40134
BalanceType                                       ,3,مهم نيست,,3,,ACC,40135
CashFlowCategory                                  ,0,ندارد,,0,,ACC,40136
CashFlowCategory                                  ,1,عملياتي,,1,,ACC,40137
CashFlowCategory                                  ,2,سرمايه گذاري,,2,,ACC,40138
CashFlowCategory                                  ,3,تامين مالي,,3,,ACC,40139
DLType                                            ,0,,,1,,ACC,40140
DLType                                            ,1,ساير,,1,,ACC,40141
DLType                                            ,2,طرف مقابل,,2,,ACC,40142
DLType                                            ,3,مركز هزينه,,3,,ACC,40143
DLType                                            ,4,حساب بانكي,,4,,ACC,40144
DLType                                            ,5,صندوق,,5,,ACC,40145
DLType                                            ,6,دستگاه كارت خوان,,6,,ACC,40146
DLType                                            ,7,قرارداد,,7,,ACC,40147
DLType                                            ,8,سفارش خريد,,8,,ACC,40148
TopicCategory                                     ,1,داراييهاي غير جاري,,1,,ACC,40149
TopicCategory                                     ,2,داراييهاي جاري,,2,,ACC,40150
TopicCategory                                     ,3,حقوق صاحبان سهام,,3,,ACC,40151
TopicCategory                                     ,4,بدهي هاي غير جاري,,4,,ACC,40152
TopicCategory                                     ,5,بدهي هاي جاري,,5,,ACC,40153
TopicCategory                                     ,6,سود و زياني - فروش خالص,,6,,ACC,40154
TopicCategory                                     ,7,سود و زياني - بهاي تمام شده,,7,,ACC,40155
TopicCategory                                     ,8,سود و زياني - سود حاصل از سرمايه گذاري هاي عملياتي,,8,,ACC,40156
TopicCategory                                     ,9,سود و زياني - ساير درامد ها و هزينه هاي عملياتي ، فروش ، اداري عمومي,,9,,ACC,40157
TopicCategory                                     ,10,سود و زياني - ساير درامد ها و هزينه هاي غير عملياتي و مالي,,10,,ACC,40158
TopicCategory                                     ,11,سود و زياني - مالياتي,,11,,ACC,40159
TopicCategory                                     ,12,سود و زياني - عمليات متوقف شده,,12,,ACC,40160
TopicType                                         ,1,ترازنامه اي,,1,,ACC,40161
TopicType                                         ,2,سود و زياني,,2,,ACC,40162
FormOptions                                       ,1,بر مبناي اسناد حسابداري,,1,,ACC,40163
FormOptions                                       ,2,بر مبناي اسناد كل,,2,,ACC,40164
AdditionType                                      ,1,درصدي,,1,,SLS,40165
AdditionType                                      ,2,مبلغي,,2,,SLS,40166
AdditionType                                      ,3,هر واحد,,3,,SLS,40167
AdditionFactorBasis                               ,1,كالا و خدمات,,1,,SLS,40168
AdditionFactorBasis                               ,3,سرجمع,,3,,SLS,40169
AssetState                                        ,1,جاري,,1,,AST,40170
AssetState                                        ,2,بلا استفاده,,2,,AST,40171
AssetState                                        ,3,فروش رفته,,3,,AST,40172
AssetState                                        ,4,اسقاط شده,,4,,AST,40173
AssetState                                        ,5,حذف شده,,5,,AST,40174
CostPartType                                      ,1,تحصيل,,1,,AST,40175
CostPartType                                      ,2,گسترش و الحاق,,2,,AST,40176
CostPartType                                      ,3,تعميرات اساسي,,3,,AST,40177
CostPartDepreciationState                         ,1,مستهلك شده,,1,,AST,40178
CostPartDepreciationState                         ,2,مستهلك نشده,,2,,AST,40179
AcquisitionReceiptType                            ,1,خريد داخلي,,1,,AST,40180
AcquisitionReceiptType                            ,2,ساخت,,2,,AST,40181
AcquisitionReceiptType                            ,3,ساير,,3,,AST,40182
AcquisitionReceiptType                            ,4,استقرار,,4,,AST,40183
AcquisitionReceiptType                            ,5,خريد وارداتي,,5,,AST,40184
PurchaseType                                      ,1,خريد داخلي,,1,,AST,40185
PurchaseType                                      ,2,خريد وارداتي,,2,,AST,40186
AssetTransactionType                              ,1,تحصيل دارايي,,1,,AST,40187
AssetTransactionType                              ,2,استقرار,,2,,AST,40188
AssetTransactionType                              ,3,نقل و انتقال,,3,,AST,40189
AssetTransactionType                              ,4,حذف,,4,,AST,40190
AssetTransactionType                              ,5,فروش,,5,,AST,40191
AssetTransactionType                              ,6,اسقاط,,6,,AST,40192
AssetTransactionType                              ,7,بلااستفاده,,7,,AST,40193
AssetTransactionType                              ,8,استفاده مجدد,,8,,AST,40194
AssetTransactionType                              ,9,تغيير نرخ و روش,,9,,AST,40195
AssetTransactionType                              ,10,مخارج پس از تحصيل,,10,,AST,40196
AssetTransactionType                              ,99,محاسبه استهلاك,,99,,AST,40197
AssetRelatedItemType                              ,1,تحصيل,,1,,AST,40198
AssetRelatedItemType                              ,2,تعمير,,2,,AST,40199
AssetSaleSettlementType                           ,1,نقدي,,1,,AST,40200
AssetSaleSettlementType                           ,2,نسيه,,2,,AST,40201
AssetSaleSettlementType                           ,3,نقدي/نسيه,,3,,AST,40202
AreaAndPathType                                   ,0,   ,,0,,DST,40203
AreaAndPathType                                   ,1,منطقه,,1,,DST,40204
AreaAndPathType                                   ,2,مسير,,2,,DST,40205
OrderingScheduleRecurrenceType                    ,1,روزانه,,1,,DST,40206
OrderingScheduleRecurrenceType                    ,2,هفتگي,,2,,DST,40207
SalesLimitControlType                             ,1,روزانه,,1,,DST,40208
SalesLimitControlType                             ,2,دوره اي,,2,,DST,40209
ProductSaleLineProductsState                      ,1,همه كالاها,,1,,DST,40210
ProductSaleLineProductsState                      ,2,كالاهاي موجود در جدول پايين,,2,,DST,40211
ProductSaleLineProductsState                      ,3,هيچ كدام از كالاها,,3,,DST,40212
ProductSaleLineServicesState                      ,1,همه خدمات,,1,,DST,40213
ProductSaleLineServicesState                      ,2,خدمات موجود در جدول پايين,,2,,DST,40214
ProductSaleLineServicesState                      ,3,هيچ كدام از خدمات,,3,,DST,40215
BillItemType                                      ,1,1-فاكتور فروش,,1,,GNR,40216
BillItemType                                      ,15,2-حمل,,2,,GNR,40217
BillItemType                                      ,2,3-فاكتور برگشتي,,3,,GNR,40218
BillItemType                                      ,3,10-اعلاميه بدهكار بستانكار,,4,,GNR,40219
BillItemType                                      ,4,1-رسيد انبار,,5,,GNR,40220
BillItemType                                      ,5,3-برگشت رسيد ,,6,,GNR,40221
BillItemType                                      ,6,4-دريافت,,7,,GNR,40222
BillItemType                                      ,7,5-پرداخت,,8,,GNR,40223
BillItemType                                      ,10,4-تخفيف نقدي دريافت,,11,,GNR,40224
BillItemType                                      ,11,6-تخفيف نقدي پرداخت,,12,,GNR,40225
BillItemType                                      ,8,7-استرداد چك پرداختي,,9,,GNR,40226
BillItemType                                      ,9,8-استرداد چك دريافتي,,10,,GNR,40227
BillItemType                                      ,12,9-برگشت چك خرج شده,,13,,GNR,40228
BillItemType                                      ,13,10-فاكتور خريد خدمات,,14,,GNR,40229
BillItemType                                      ,14,11-بهره و جريمه تقسيط,,15,,GNR,40230
BillItemType                                      ,16,10-فاكتور خريد دارايي,,16,,GNR,40231
BillItemType                                      ,17,12-فاكتور خريد وارداتي,,17,,GNR,40232
BillItemType                                      ,18,12-بارنامه,,18,,GNR,40233
BillItemType                                      ,19,12-بيمه نامه,,19,,GNR,40234
BillItemType                                      ,20,12-سفارش بازرگاني,,20,,GNR,40235
BillItemType                                      ,21,12-ترخيص,,21,,GNR,40236
BillType                                          ,1,فروش,,1,,GNR,40237
BillType                                          ,2,خريد,,2,,GNR,40238
ClosingGroup                                      ,0, ,,1,,GNR,40239
ClosingGroup                                      ,1,دريافت و پرداخت,,1,,GNR,40240
ClosingGroup                                      ,2,انبار,,3,,GNR,40241
ClosingGroup                                      ,4,مشتريان و فروش,,2,,GNR,40242
ClosingGroup                                      ,8,تامين كنندگان,,4,,GNR,40243
ClosingGroup                                      ,16,دارايي ثابت,,5,,GNR,40244
ClosingState                                      ,0,باز,,1,,GNR,40245
ClosingState                                      ,1,بسته,,2,,GNR,40246
ClosingState                                      ,2,نامشخص,,3,,GNR,40247
PreReceiptType                                    ,1,علي الحساب,,1,,CNT,40248
PreReceiptType                                    ,2,پيش دريافت,,2,,CNT,40249
PreReceiptType                                    ,3,علي الحساب پرداختي,,3,,CNT,40250
PreReceiptType                                    ,4,پيش پرداخت,,4,,CNT,40251
Regard                                            ,1,انجام تعهدات قرارداد,,3,,CNT,40252
Regard                                            ,2,پيش دريافت / علي الحساب,,4,,CNT,40253
Regard                                            ,3,شركت در مناقصه,,1,,CNT,40254
Regard                                            ,4,صدور ضمانت نامه بانكي ,,2,,CNT,40255
Regard                                            ,5,پيش پرداخت / علي الحساب ,,5,,CNT,40256
StatusType                                        ,1,موقت,,1,,CNT,40257
StatusType                                        ,2,ماقبل قطعي,,2,,CNT,40258
StatusType                                        ,3,قطعي,,3,,CNT,40259
StatusRelationType                                ,1,عادي,,1,,CNT,40260
StatusRelationType                                ,2,تعديل افزايشي,,2,,CNT,40261
StatusRelationType                                ,3,تعديل كاهشي,,3,,CNT,40262
ChangeType                                        ,1,الحاقيه,,1,,CNT,40263
ChangeType                                        ,2,دستوركار,,2,,CNT,40264
ChangeType                                        ,3,صورت جلسه,,3,,CNT,40265
ChangeType                                        ,4,متمم,,4,,CNT,40266
ChangeType                                        ,5,قرارداد,,5,,CNT,40267
ChangeAmountType                                  ,1,افزايش درصدي,,1,,CNT,40268
ChangeAmountType                                  ,2,كاهش درصدي,,2,,CNT,40269
ChangeAmountType                                  ,3,افزايش مبلغي,,4,,CNT,40270
ChangeAmountType                                  ,4,كاهش مبلغي,,5,,CNT,40271
ChangeAmountType                                  ,5,مبلغ ثابت,,6,,CNT,40272
TimeUnit                                          ,1,روز,,1,,CNT,40273
TimeUnit                                          ,30,ماه,,2,,CNT,40274
TimeUnit                                          ,365,سال,,3,,CNT,40275
CoefficientType                                   ,1,افزاينده,,1,,CNT,40276
CoefficientType                                   ,2,كاهنده,,1,,CNT,40277
CostStatementType                                 ,1,نقدي,,1,,CNT,40278
CostStatementType                                 ,2,اعتباري,,2,,CNT,40279
CostStatementItemType                             ,1,مواد مصرفي,,1,,CNT,40280
CostStatementItemType                             ,2,دستمزد,,2,,CNT,40281
CostStatementItemType                             ,3,سربار,,3,,CNT,40282
CostStatementItemType                             ,4,ساير,,4,,CNT,40283
CostStatementVoucherType                          ,1,دفتر مركزي,,1,,CNT,40284
CostStatementVoucherType                          ,2,كارگاهي,,2,,CNT,40285
SettlementType                                    ,1,صورت وضعيت پيمانكاري,,1,,CNT,40286
SettlementType                                    ,2,صورت هزينه,,2,,CNT,40287
SettlementType                                    ,3,صورت وضعيت پيمانكارجزء,,3,,CNT,40288
GuaranteeState                                    ,1,ثبت شده,,1,,CNT,40289
GuaranteeState                                    ,2,آزاد شده,,2,,CNT,40290
GuaranteeOperationType                            ,1,تمديد,,1,,CNT,40291
GuaranteeOperationType                            ,2,تقليل,,2,,CNT,40292
GuaranteeOperationType                            ,3,آزاد سازي,,3,,CNT,40293
ContractPriceListCategoryType                     ,1,رشته,,1,,CNT,40294
ContractPriceListCategoryType                     ,2,فصل,,2,,CNT,40295
ContractPriceListCategoryType                     ,3,رسته,,3,,CNT,40296
StatusConfirmationStateType                       ,1,ارسالي,,1,,CNT,40297
StatusConfirmationStateType                       ,2,تاييد نهايي,,2,,CNT,40298
StatusConfirmationStateType                       ,3,ابطالي,,3,,CNT,40299
ContractAffectedChange                            ,1,مفاد,,1,,CNT,40300
ContractAffectedChange                            ,2,قرارداد,,2,,CNT,40301
ContractNature                                    ,1,پيمانكاري,,1,,CNT,40302
ContractNature                                    ,2,پيمانكارجزء,,2,,CNT,40303
GuaranteeNature                                   ,1,ضمانت نامه پرداختي,,1,,CNT,40304
GuaranteeNature                                   ,2,ضمانت نامه دريافتي,,2,,CNT,40305
StatusNature                                      ,1,پيمانكاري,,1,,CNT,40306
StatusNature                                      ,2,پيمانكارجزء,,2,,CNT,40307
CoefficientNature                                 ,1,پيمانكاري,,1,,CNT,40308
CoefficientNature                                 ,2,پيمانكارجزء,,2,,CNT,40309
ContractActivationStateType                       ,0,غير فعال,,0,,CNT,40310
ContractActivationStateType                       ,1,فعال,,1,,CNT,40311
StatusSettlementType                              ,1,نقدي,,1,,CNT,40312
StatusSettlementType                              ,2,نسيه,,2,,CNT,40313
StatusSettlementType                              ,3,نقدي/نسيه,,3,,CNT,40314
ReportRowCountLimits                              ,10,10,,10,,GNR,40315
ReportRowCountLimits                              ,25,25,,25,,GNR,40316
ReportRowCountLimits                              ,50,50,,50,,GNR,40317
ReportRowCountLimits                              ,100,100,,100,,GNR,40318
ReportRowCountLimits                              ,2147483646,همه موارد,,2147483646,,GNR,40319
ManagementReportCompareOptions                    ,0,مقايسه - خالي,,0,,GNR,40320
ManagementReportCompareOptions                    ,1,مقايسه - با 1 سال گذشته,,1,,GNR,40321
ManagementReportCompareOptions                    ,2,مقايسه - با 2 سال گذشته,,2,,GNR,40322
ManagementReportCompareOptions                    ,3,مقايسه - با 3 سال گذشته,,3,,GNR,40323
ManagementReportsPeriodType                       ,1,دوره زماني - روز,,1,,GNR,40324
ManagementReportsPeriodType                       ,2,دوره زماني - هفته,,2,,GNR,40325
ManagementReportsPeriodType                       ,3,دوره زماني - ماه,,3,,GNR,40326
ManagementReportsPeriodType                       ,4,دوره زماني - فصل,,4,,GNR,40327
ManagementReportsPeriodType                       ,5,دوره زماني - سال,,5,,GNR,40328
ReportLogicalOperator                             ,0,,,0,,GNR,40329
ReportLogicalOperator                             ,1,و,,1,,GNR,40330
ReportLogicalOperator                             ,2,يا,,2,,GNR,40331
ReportFilterOperator                              ,0,,,0,,GNR,40332
ReportFilterOperator                              ,1,برابر با,,1,,GNR,40333
ReportFilterOperator                              ,2,برابر نيست با,,2,,GNR,40334
ReportFilterOperator                              ,3,بزرگتر,,3,,GNR,40335
ReportFilterOperator                              ,4,بزرگتر يا مساوي با,,4,,GNR,40336
ReportFilterOperator                              ,5,كوچك تر,,5,,GNR,40337
ReportFilterOperator                              ,6,كوچكتر يا مساوي با,,6,,GNR,40338
ReportFilterOperator                              ,7,شامل,,7,,GNR,40339
ReportFilterOperator                              ,8,شامل,,8,,GNR,40340
ReportFilterOperator                              ,9,خالي است,,13,,GNR,40341
ReportFilterOperator                              ,10,خالي نيست,,14,,GNR,40342
ReportFilterOperator                              ,11,شروع مي شود با,,11,,GNR,40343
ReportFilterOperator                              ,12,پايان مي پذيرد با,,12,,GNR,40344
ReportFilterOperator                              ,13,شامل نمي شود از,,9,,GNR,40345
ReportFilterOperator                              ,14,شامل نمي شود از,,10,,GNR,40346
CompanyDashboardRange                             ,1,سالانه,,1,,GNR,40347
CompanyDashboardRange                             ,2,فصلي,,2,,GNR,40348
CompanyDashboardRange                             ,3,ماهانه,,3,,GNR,40349
CompanyDashboardRange                             ,4,هفتگي,,4,,GNR,40350
CompanyDashboardRange                             ,5,روزانه,,5,,GNR,40351
SalaryChangeType                                  ,1,افزايش,,1,,RPA,40352
SalaryChangeType                                  ,2,كاهش,,2,,RPA,40353
SalaryChangeType                                  ,3,بدون تغيير,,3,,RPA,40354
BankFlowCompanyDashboardReportType                ,1,1: موجودي بانك,,1,,RPA,40355
BankFlowCompanyDashboardReportType                ,2,2: موجودي صندوق,,2,,RPA,40356
BankFlowCompanyDashboardReportType                ,3,3: موجودي دستگاه كارت خوان,,3,,RPA,40357
BankFlowCompanyDashboardReportType                ,4,4: موجودي تنخواه دار,,4,,RPA,40358
BankFlowCompanyDashboardReportType                ,5,5: تعهدات دريافتني,,5,,RPA,40359
BankFlowCompanyDashboardReportType                ,6,6: تعهدات پرداختني,,6,,RPA,40360
Quarter                                           ,0,,,0,,GNR,40361
Quarter                                           ,1,اول,,1,,GNR,40362
Quarter                                           ,2,دوم,,2,,GNR,40363
Quarter                                           ,3,سوم,,3,,GNR,40364
Quarter                                           ,4,چهارم,,4,,GNR,40365
ItemIdentifierType                                ,1,كد,,1,,INV,40366
ItemIdentifierType                                ,2,باركد,,2,,INV,40367
InitiateType                                      ,1,ابتداي استخدام,,1,,PAY,40368
InitiateType                                      ,2,انتقال سال مالي,,2,,PAY,40369
ContractType                                      ,1,استخدام,,1,,PAY,40370
ContractType                                      ,2,اصلاح قرارداد,,2,,PAY,40371
EmploymentType                                    ,0,ساير,,0,,PAY,40372
EmploymentType                                    ,1,پيماني,,1,,PAY,40373
EmploymentType                                    ,2,رسمي,,2,,PAY,40374
EmploymentType                                    ,3,رسمي آزمايشي,,3,,PAY,40375
EmploymentType                                    ,4,قراردادي,,4,,PAY,40376
EmploymentType                                    ,5,روزمزد,,5,,PAY,40377
EmploymentType                                    ,6,خريد خدمت,,6,,PAY,40378
EmploymentType                                    ,7,مامور,,7,,PAY,40379
EmploymentType                                    ,8,ساعتي,,8,,PAY,40380
EmploymentType                                    ,9,رسمي فصلي,,9,,PAY,40381
EmploymentType                                    ,10,كارمزدي,,10,,PAY,40382
EmploymentType                                    ,11,شركتي,,11,,PAY,40383
TaxDiscountType                                   ,0,,,0,,PAY,40384
TaxDiscountType                                   ,1,فرزند سوم,,1,,PAY,40385
TaxDiscountType                                   ,2,فرزند چهارم,,2,,PAY,40386
TaxDiscountType                                   ,3,فرزند پنجم,,3,,PAY,40387
CostCenterType                                    ,1,توليد,,1,,RPA,40388
CostCenterType                                    ,2,اداري و تشكيلاتي,,2,,RPA,40389
CostCenterType                                    ,4,خدماتي و عمومي,,4,,RPA,40390
DebitCreditNoteType                               ,1,تامين كننده,,1,,GNR,40391
DebitCreditNoteType                               ,3,ساير,,3,,GNR,40392
DebitCreditNoteType                               ,2,مشتري,,2,,GNR,40393
DebitCreditNoteType                               ,4,واسط,,4,,GNR,40394
DebitCreditNoteType                               ,5,تنخواه دار,,5,,GNR,40395
DeviceType                                        ,0,موبايل سفارش‌گيري و پخش,,1,,GNR,40396
DeviceType                                        ,1,سرور CRM,,2,,GNR,40397
DeviceType                                        ,2,سرور فروشگاه اينترنتي,,2,,GNR,40398
DiscountCalculationBasis                          ,0,كالا و خدمات,,0,,SLS,40399
DiscountCalculationBasis                          ,1,بسته محصول,,1,,SLS,40400
DiscountCalculationBasis                          ,2,سرجمع كالا در فاكتور,,2,,SLS,40401
DiscountType                                      ,1,درصدي,,1,,SLS,40402
DiscountType                                      ,2,مبلغي,,2,,SLS,40403
DiscountType                                      ,3,جايزه از كالاي ديگر,,4,,SLS,40404
DiscountType                                      ,4,بسته محصول,,6,,SLS,40405
DiscountType                                      ,5,جايزه از همان كالا,,3,,SLS,40406
DiscountType                                      ,6,جايزه از گروه كالاي تخفيف,,5,,SLS,40407
SaleVolumeType                                    ,1,مبلغ,,1,,SLS,40408
SaleVolumeType                                    ,2,تعداد/مقدار,,2,,SLS,40409
DiscountCalcType                                  ,1,خطي,,1,,SLS,40410
DiscountCalcType                                  ,2,پلكاني,,2,,SLS,40411
ColdDistributionState                             ,0,,,0,,DST,40412
ColdDistributionState                             ,1,ثبت شده,,1,,DST,40413
ColdDistributionState                             ,2,خاتمه يافته,,2,,DST,40414
ColdDistributionState                             ,3,آماده توزيع,,3,,DST,40415
ColdDistributionState                             ,4,در حال توزيع,,4,,DST,40416
ColdDistributionState                             ,5,توزيع شده,,5,,DST,40417
ColdDistributionTrigger                           ,0,ثبت توزيع,,0,,DST,40418
ColdDistributionTrigger                           ,1,آماده توزيع,,1,,DST,40419
ColdDistributionTrigger                           ,2,برگشت از آماده توزيع,,2,,DST,40420
ColdDistributionTrigger                           ,3,ارسال به دستگاه,,3,,DST,40421
ColdDistributionTrigger                           ,4,حذف از دستگاه,,4,,DST,40422
ColdDistributionTrigger                           ,5,خاتمه در دستگاه,,5,,DST,40423
ColdDistributionTrigger                           ,6,باز كردن توزيع,,6,,DST,40424
ColdDistributionTrigger                           ,7,خاتمه توزيع,,7,,DST,40425
ColdDistributionTrigger                           ,8,برگشت از خاتمه توزيع,,8,,DST,40426
ColdDistributionTrigger                           ,9,برگشت از خاتمه توزيع,,9,,DST,40427
ColdDistributionInvoiceState                      ,0,,,0,,DST,40428
ColdDistributionInvoiceState                      ,1,تحول شد,,1,,DST,40429
ColdDistributionInvoiceState                      ,2,تحويل نشد,,2,,DST,40430
ColdDistributionReturnedInvoiceState              ,0,,,0,,DST,40431
ColdDistributionReturnedInvoiceState              ,1,دريافت شد,,1,,DST,40432
ColdDistributionReturnedInvoiceState              ,2,دريافت نشد,,2,,DST,40433
DebtCollectionListState                           ,0,,,0,,DST,40434
DebtCollectionListState                           ,1,ثبت شده,,1,,DST,40435
DebtCollectionListState                           ,2,خاتمه يافته,,2,,DST,40436
DebtCollectionListState                           ,3,آماده وصول,,3,,DST,40437
DebtCollectionListState                           ,4,در حال وصول,,4,,DST,40438
DebtCollectionListState                           ,5,وصول شده,,5,,DST,40439
DebtCollectionListTrigger                         ,0,ثبت ليست وصول,,0,,DST,40440
DebtCollectionListTrigger                         ,1,آماده وصول,,1,,DST,40441
DebtCollectionListTrigger                         ,2,برگشت از آماده وصول,,2,,DST,40442
DebtCollectionListTrigger                         ,3,ارسال به دستگاه,,3,,DST,40443
DebtCollectionListTrigger                         ,4,حذف از دستگاه,,4,,DST,40444
DebtCollectionListTrigger                         ,5,خاتمه در دستگاه,,5,,DST,40445
DebtCollectionListTrigger                         ,6,باز كردن ليست وصول,,6,,DST,40446
DebtCollectionListTrigger                         ,7,خاتمه ليست وصول,,7,,DST,40447
DebtCollectionListTrigger                         ,8,برگشت از خاتمه ليست وصول,,8,,DST,40448
DebtCollectionListTrigger                         ,9,برگشت از خاتمه ليست وصول,,9,,DST,40449
HotDistributionState                              ,0,,,0,,DST,40450
HotDistributionState                              ,1,ثبت شده,,1,,DST,40451
HotDistributionState                              ,2,خاتمه يافته,,2,,DST,40452
HotDistributionState                              ,3,آماده توزيع,,3,,DST,40453
HotDistributionState                              ,4,در حال توزيع,,4,,DST,40454
HotDistributionState                              ,5,توزيع شده,,5,,DST,40455
HotDistributionSaleDocumentType                   ,0,,,0,,DST,40456
HotDistributionSaleDocumentType                   ,1,فاكتور,,1,,DST,40457
HotDistributionSaleDocumentType                   ,2,فاكتور برگشتي,,2,,DST,40458
HotDistributionTrigger                            ,0,ثبت توزيع,,0,,DST,40459
HotDistributionTrigger                            ,1,صدور سند خروج انبار,,1,,DST,40460
HotDistributionTrigger                            ,2,حذف سند خروج انبار,,2,,DST,40461
HotDistributionTrigger                            ,3,ارسال به دستگاه,,3,,DST,40462
HotDistributionTrigger                            ,4,حذف از دستگاه,,4,,DST,40463
HotDistributionTrigger                            ,5,خاتمه در دستگاه,,5,,DST,40464
HotDistributionTrigger                            ,6,باز كردن توزيع,,6,,DST,40465
HotDistributionTrigger                            ,7,خاتمه توزيع,,7,,DST,40466
HotDistributionTrigger                            ,8,برگشت از خاتمه توزيع,,8,,DST,40467
HotDistributionTrigger                            ,9,برگشت از خاتمه توزيع,,9,,DST,40468
DynamicFastReportFillOrder                        ,1,بالا به پايين,,1,,RPA,40469
DynamicFastReportFillOrder                        ,2,راست به چپ,,2,,RPA,40470
DepreciationMethod                                ,1,بدون روش,,1,,AST,40471
DepreciationMethod                                ,2,خط مستقيم,,2,,AST,40472
DepreciationMethod                                ,3,نزولي,,3,,AST,40473
GroupingCreditCheckingType                        ,1,هشدار در صورت بيشتر شدن مانده از اعتبار,,1,,GNR,40474
GroupingCreditCheckingType                        ,2,جلوگيري از عمليات در صورت بيشتر شدن مانده از اعتبار,,2,,GNR,40475
GroupingCreditCheckingType                        ,3,هيچكدام,,3,,GNR,40476
InventoryDeliveryType                             ,1,فروش,,1,,INV,40477
InventoryDeliveryType                             ,2,مصرف,,2,,INV,40478
InventoryDeliveryType                             ,3,ساير,,3,,INV,40479
InventoryDeliveryType                             ,4,انتقال بين انبار,,4,,INV,40480
InventoryReceiptType                              ,1,خريد,,1,,INV,40481
InventoryReceiptType                              ,2,توليد,,2,,INV,40482
InventoryReceiptType                              ,3,ساير,,3,,INV,40483
InventoryReceiptType                              ,4,ابتداي دوره,,4,,INV,40484
InventoryReceiptType                              ,5,انتقال بين انبار,,5,,INV,40485
InventoryVoucherType                              ,1,رسيد,,1,,INV,40486
InventoryVoucherType                              ,2,برگشت رسيد,,2,,INV,40487
InventoryVoucherType                              ,3,خروج,,3,,INV,40488
InventoryVoucherType                              ,4,برگشت خروج,,4,,INV,40489
InventoryVoucherType                              ,5,فاكتور خريد خدمات,,5,,INV,40490
InventoryReceiptPurchaseType                      ,1,خريد (داخلي),,1,,INV,40491
InventoryReceiptPurchaseType                      ,2,خريد (وارداتي),,2,,INV,40492
FormCreator                                       ,1,انبار,,1,,CNT,40493
FormCreator                                       ,2,قرارداد,,2,,CNT,40494
FormCreator                                       ,3,انبارگرداني,,3,,CNT,40495
FormCreator                                       ,4,توليد,,4,,CNT,40496
FormCreator                                       ,5,درخواست كالا از انبار,,4,,CNT,40497
InventoryBalancingState                           ,1,فاقد تگ,,1,,INV,40498
InventoryBalancingState                           ,2,داراي تگ,,2,,INV,40499
InventoryBalancingState                           ,3,تأييد شمارش,,3,,INV,40500
InventoryBalancingState                           ,4,ثبت اسناد كسري/اضافي,,4,,INV,40501
InventoryBalancingState                           ,5,ثبت اسناد حسابداري مغايرت,,5,,INV,40502
InventoryPurchaseInvoiceType                      ,1,عادي,,1,,INV,40503
InventoryPurchaseInvoiceType                      ,2,خدمات,,2,,INV,40504
InventoryPurchaseInvoiceType                      ,3,دارايي,,2,,INV,40505
CostType                                          ,0,,,0,,INV,40506
CostType                                          ,1,ساير هزينه هاي تسهميم نشده دوره مالي قبل,,1,,INV,40507
CostType                                          ,2,ساير هزينه ها,,2,,INV,40508
CostAllotmentType                                 ,1,مقداري,,1,,INV,40509
CostAllotmentType                                 ,2,مبلغي,,2,,INV,40510
CostAllotmentType                                 ,3,مساوي,,3,,INV,40511
CostAllotmentType                                 ,4,دستي,,4,,INV,40512
WeighbridgeBaudRate                               ,0,br110,,0,,INV,40513
WeighbridgeBaudRate                               ,1,br300,,1,,INV,40514
WeighbridgeBaudRate                               ,2,br600,,2,,INV,40515
WeighbridgeBaudRate                               ,3,br1200,,3,,INV,40516
WeighbridgeBaudRate                               ,4,br2400,,4,,INV,40517
WeighbridgeBaudRate                               ,5,br4800,,5,,INV,40518
WeighbridgeBaudRate                               ,6,br9600,,6,,INV,40519
WeighbridgeBaudRate                               ,7,br14400,,7,,INV,40520
WeighbridgeBaudRate                               ,8,br19200,,8,,INV,40521
WeighbridgeBaudRate                               ,9,br38400,,9,,INV,40522
WeighbridgeBaudRate                               ,10,br56000,,10,,INV,40523
WeighbridgeBaudRate                               ,11,br57600,,11,,INV,40524
WeighbridgeBaudRate                               ,12,br115200,,12,,INV,40525
WeighbridgeBaudRate                               ,13,br128000,,13,,INV,40526
WeighbridgeBaudRate                               ,14,br256000,,14,,INV,40527
WeighbridgeBaudRate                               ,15,brCustom,,15,,INV,40528
WeighbridgeDataBits                               ,0,db4,,0,,INV,40529
WeighbridgeDataBits                               ,1,db5,,1,,INV,40530
WeighbridgeDataBits                               ,2,db6,,2,,INV,40531
WeighbridgeDataBits                               ,3,db7,,3,,INV,40532
WeighbridgeDataBits                               ,4,db8,,4,,INV,40533
WeighbridgeModel                                  ,0,ABKOOHM,,0,,INV,40534
WeighbridgeModel                                  ,1,ABKOOHCH,,1,,INV,40535
WeighbridgeModel                                  ,2,OmegaDWI3002,,2,,INV,40536
